,ParkName,ParkType,Region,State,Year,Month,RecVisitors2018,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,UnitCode,Gross Acres 2018,VisitorDensity2018
1775,Organ Pipe Cactus NM,National Monument,Intermountain ,AZ,2018,12,20115,76403,44956,76403,0,0,134,898,32,0,ORPI,330688.86,0.060827571
1776,Ozark NSR,National River,Midwest ,MO,2018,1,18206,0,16901,0,0,0,8,24,84,0,OZAR,80784.3,0.225365572
1777,Ozark NSR,National River,Midwest ,MO,2018,2,20287,0,17683,0,0,0,100,32,42,0,OZAR,80784.3,0.251125528
1778,Ozark NSR,National River,Midwest ,MO,2018,3,51193,0,101868,0,0,0,60,44,86,0,OZAR,80784.3,0.633699865
1779,Ozark NSR,National River,Midwest ,MO,2018,4,65575,0,130639,0,0,0,376,1120,439,0,OZAR,80784.3,0.811729507
1780,Ozark NSR,National River,Midwest ,MO,2018,5,101119,0,202641,0,0,0,3108,1512,110,0,OZAR,80784.3,1.251715989
1781,Ozark NSR,National River,Midwest ,MO,2018,6,180250,0,566083,0,0,0,16012,5488,2361,0,OZAR,80784.3,2.231250379
1782,Ozark NSR,National River,Midwest ,MO,2018,7,267673,0,871399,0,0,0,20196,7100,3857,0,OZAR,80784.3,3.313428476
1783,Ozark NSR,National River,Midwest ,MO,2018,8,246771,0,773899,0,0,0,19244,5360,3686,0,OZAR,80784.3,3.054690082
1784,Ozark NSR,National River,Midwest ,MO,2018,9,144951,0,404987,0,0,0,9140,3692,1638,0,OZAR,80784.3,1.794296664
1785,Ozark NSR,National River,Midwest ,MO,2018,10,75769,0,171065,0,0,0,2044,2048,436,0,OZAR,80784.3,0.937917392
1786,Ozark NSR,National River,Midwest ,MO,2018,11,63961,0,96075,0,8,0,368,264,471,0,OZAR,80784.3,0.791750377
1787,Ozark NSR,National River,Midwest ,MO,2018,12,28902,0,24737,0,0,0,72,56,53,0,OZAR,80784.3,0.357767537
1788,Padre Island NS,National Seashore,Intermountain ,TX,2018,1,30796,150,251917,150,0,0,564,4047,814,0,PAIS,130434.27,0.236103595
1789,Padre Island NS,National Seashore,Intermountain ,TX,2018,2,62392,150,404069,150,0,0,589,3696,814,0,PAIS,130434.27,0.478340547
1790,Padre Island NS,National Seashore,Intermountain ,TX,2018,3,52061,150,435038,150,0,0,2892,5956,820,0,PAIS,130434.27,0.399135902
1791,Padre Island NS,National Seashore,Intermountain ,TX,2018,4,56921,150,410743,150,0,0,1939,3656,1363,0,PAIS,130434.27,0.436396048
1792,Padre Island NS,National Seashore,Intermountain ,TX,2018,5,70878,150,512715,150,0,0,3515,3861,1364,0,PAIS,130434.27,0.543400136
1793,Padre Island NS,National Seashore,Intermountain ,TX,2018,6,67485,150,435956,150,0,0,2641,1412,1364,0,PAIS,130434.27,0.517387033
1794,Padre Island NS,National Seashore,Intermountain ,TX,2018,7,92631,150,584295,150,0,0,3907,1407,1363,0,PAIS,130434.27,0.710173791
1795,Padre Island NS,National Seashore,Intermountain ,TX,2018,8,74699,150,462667,150,0,0,2352,1183,1364,0,PAIS,130434.27,0.572694584
1796,Padre Island NS,National Seashore,Intermountain ,TX,2018,9,29278,150,195580,150,0,0,691,667,1355,0,PAIS,130434.27,0.224465549
1797,Padre Island NS,National Seashore,Intermountain ,TX,2018,10,31778,150,227419,150,0,0,1088,1369,1350,0,PAIS,130434.27,0.243632291
1798,Padre Island NS,National Seashore,Intermountain ,TX,2018,11,23767,150,197253,150,0,0,805,2714,816,0,PAIS,130434.27,0.182214383
1799,Padre Island NS,National Seashore,Intermountain ,TX,2018,12,23347,150,196509,150,0,0,432,3170,814,0,PAIS,130434.27,0.17899437
1800,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,1,2818,0,5635,0,0,0,0,0,0,0,PERI,4300.35,0.655295499
1801,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,2,4070,0,8140,0,0,0,0,0,0,0,PERI,4300.35,0.946434593
1802,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,3,10527,0,21054,0,0,0,0,0,0,0,PERI,4300.35,2.447940284
1803,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,4,7730,0,15461,0,0,0,0,0,0,0,PERI,4300.35,1.797528108
1804,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,5,11669,0,23339,0,0,0,0,0,0,0,PERI,4300.35,2.713500064
1805,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,6,9837,0,19675,0,0,0,0,0,0,0,PERI,4300.35,2.287488228
1806,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,7,12492,0,24983,0,0,0,0,0,0,0,PERI,4300.35,2.904879835
1807,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,8,11810,0,23620,0,0,0,0,0,0,0,PERI,4300.35,2.746288093
1808,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,9,11236,0,22471,0,0,0,0,0,0,0,PERI,4300.35,2.612810585
1809,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,10,12502,0,25003,0,0,0,0,0,0,0,PERI,4300.35,2.907205227
1810,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,11,5757,0,11514,0,0,0,0,0,0,0,PERI,4300.35,1.338728243
1811,Pea Ridge NMP,National Military Park,Midwest ,AR,2018,12,1521,0,3043,0,0,0,0,0,0,0,PERI,4300.35,0.353692141
1812,Petrified Forest NP,National Park,Intermountain ,AZ,2018,1,25215,10,62870,10,0,0,0,0,51,0,PEFO,221390.21,0.113893925
1813,Petrified Forest NP,National Park,Intermountain ,AZ,2018,2,27216,10,82492,10,0,0,0,0,47,0,PEFO,221390.21,0.122932265
1814,Petrified Forest NP,National Park,Intermountain ,AZ,2018,3,54614,10,147530,10,0,0,0,0,140,0,PEFO,221390.21,0.246686608
1815,Petrified Forest NP,National Park,Intermountain ,AZ,2018,4,49638,10,158392,10,0,0,0,0,136,0,PEFO,221390.21,0.224210456
1816,Petrified Forest NP,National Park,Intermountain ,AZ,2018,5,73753,10,191435,10,0,0,0,0,206,0,PEFO,221390.21,0.333135779
1817,Petrified Forest NP,National Park,Intermountain ,AZ,2018,6,104583,10,275122,10,0,0,0,0,168,0,PEFO,221390.21,0.472392162
1818,Petrified Forest NP,National Park,Intermountain ,AZ,2018,7,81520,10,209381,10,0,0,0,0,104,0,PEFO,221390.21,0.368218631
1819,Petrified Forest NP,National Park,Intermountain ,AZ,2018,8,64665,10,167085,10,0,0,0,0,62,0,PEFO,221390.21,0.292086086
1820,Petrified Forest NP,National Park,Intermountain ,AZ,2018,9,56831,10,152351,10,0,0,0,0,42,0,PEFO,221390.21,0.256700601
1821,Petrified Forest NP,National Park,Intermountain ,AZ,2018,10,52420,10,141638,10,0,0,0,0,106,0,PEFO,221390.21,0.236776504
1822,Petrified Forest NP,National Park,Intermountain ,AZ,2018,11,29810,10,79857,10,0,0,0,0,61,0,PEFO,221390.21,0.134649134
1823,Petrified Forest NP,National Park,Intermountain ,AZ,2018,12,24657,10,57125,10,0,0,0,0,43,0,PEFO,221390.21,0.111373488
1824,Petroglyph NM,National Monument,Intermountain ,NM,2018,1,17599,0,35198,0,0,0,0,0,0,0,PETR,7209.3,2.4411524
1825,Petroglyph NM,National Monument,Intermountain ,NM,2018,2,18899,0,37797,0,0,0,0,0,0,0,PETR,7209.3,2.621475039
1826,Petroglyph NM,National Monument,Intermountain ,NM,2018,3,28468,0,56936,0,0,0,0,0,0,0,PETR,7209.3,3.948788371
1827,Petroglyph NM,National Monument,Intermountain ,NM,2018,4,29961,0,59923,0,0,0,0,0,0,0,PETR,7209.3,4.155881986
1828,Petroglyph NM,National Monument,Intermountain ,NM,2018,5,21326,0,42652,0,0,0,0,0,0,0,PETR,7209.3,2.958123535
1829,Petroglyph NM,National Monument,Intermountain ,NM,2018,6,21155,0,42310,0,0,0,0,0,0,0,PETR,7209.3,2.934404172
1830,Petroglyph NM,National Monument,Intermountain ,NM,2018,7,21445,0,42889,0,0,0,0,0,0,0,PETR,7209.3,2.974629992
1831,Petroglyph NM,National Monument,Intermountain ,NM,2018,8,19511,0,39022,0,0,0,0,0,0,0,PETR,7209.3,2.706365389
1832,Petroglyph NM,National Monument,Intermountain ,NM,2018,9,19372,0,38745,0,0,0,0,0,0,0,PETR,7209.3,2.687084738
1833,Petroglyph NM,National Monument,Intermountain ,NM,2018,10,32896,0,65791,0,0,0,0,0,0,0,PETR,7209.3,4.56299502
1834,Petroglyph NM,National Monument,Intermountain ,NM,2018,11,23234,0,46467,0,0,0,0,0,0,0,PETR,7209.3,3.222781685
1835,Petroglyph NM,National Monument,Intermountain ,NM,2018,12,14747,0,29493,0,0,0,0,0,0,0,PETR,7209.3,2.045552273
1836,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,1,19839,50,80778,50,0,0,0,0,79,0,PIRO,73235.83,0.270891994
1837,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,2,32135,50,130176,50,0,0,0,0,91,0,PIRO,73235.83,0.438787954
1838,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,3,21417,50,87487,50,0,0,0,0,101,0,PIRO,73235.83,0.292438824
1839,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,4,16557,230,68296,230,0,0,0,0,115,0,PIRO,73235.83,0.226077864
1840,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,5,49360,230,256551,230,0,0,812,279,2193,0,PIRO,73235.83,0.673987036
1841,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,6,98728,230,541502,230,0,0,2888,951,4305,0,PIRO,73235.83,1.348083308
1842,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,7,199063,170,1049926,170,0,0,4291,1681,8121,0,PIRO,73235.83,2.718109428
1843,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,8,192388,170,987478,170,0,0,4231,1375,6501,0,PIRO,73235.83,2.626965517
1844,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,9,113644,170,577370,170,0,0,2225,1043,3554,0,PIRO,73235.83,1.551754107
1845,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,10,57801,230,282432,230,0,0,787,247,1812,0,PIRO,73235.83,0.789244827
1846,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,11,4643,135,19489,135,0,0,0,0,51,0,PIRO,73235.83,0.06339793
1847,Pictured Rocks NL,National Lakeshore,Midwest ,MI,2018,12,9733,135,38932,135,0,0,0,0,0,0,PIRO,73235.83,0.132899429
1848,Pinnacles NP,National Park,Pacific West ,CA,2018,1,15909,0,56963,0,0,0,0,0,0,0,PINN,26685.73,0.596161319
1849,Pinnacles NP,National Park,Pacific West ,CA,2018,2,18793,0,67396,0,0,0,0,0,0,0,PINN,26685.73,0.704234061
1850,Pinnacles NP,National Park,Pacific West ,CA,2018,3,22351,0,79945,0,0,0,0,0,0,0,PINN,26685.73,0.837563747
1851,Pinnacles NP,National Park,Pacific West ,CA,2018,4,25902,0,92914,0,0,0,0,0,0,0,PINN,26685.73,0.97063112
1852,Pinnacles NP,National Park,Pacific West ,CA,2018,5,24843,0,88575,0,0,0,0,0,0,0,PINN,26685.73,0.930946989
1853,Pinnacles NP,National Park,Pacific West ,CA,2018,6,27164,0,96287,0,0,0,0,0,0,0,PINN,26685.73,1.017922313
1854,Pinnacles NP,National Park,Pacific West ,CA,2018,7,12797,0,46341,0,0,0,0,0,0,0,PINN,26685.73,0.479544685
1855,Pinnacles NP,National Park,Pacific West ,CA,2018,8,15122,0,53853,0,0,0,0,0,0,0,PINN,26685.73,0.566669902
1856,Pinnacles NP,National Park,Pacific West ,CA,2018,9,13192,0,47306,0,0,0,0,0,0,0,PINN,26685.73,0.494346604
1857,Pinnacles NP,National Park,Pacific West ,CA,2018,10,13799,0,49460,0,0,0,0,0,0,0,PINN,26685.73,0.517092843
1858,Pinnacles NP,National Park,Pacific West ,CA,2018,11,15851,0,56757,0,0,0,0,0,0,0,PINN,26685.73,0.593987873
1859,Pinnacles NP,National Park,Pacific West ,CA,2018,12,16429,0,59293,0,0,0,0,0,0,0,PINN,26685.73,0.615647389
1860,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,1,338,32,507,32,0,0,0,0,0,0,PISP,40,8.45
1861,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,2,471,32,706,32,0,0,0,0,0,0,PISP,40,11.775
1862,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,3,861,32,1292,32,0,0,0,0,0,0,PISP,40,21.525
1863,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,4,2265,32,3398,32,0,0,0,0,0,0,PISP,40,56.625
1864,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,5,3632,32,5448,32,0,0,0,0,0,0,PISP,40,90.8
1865,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,6,3262,36,4893,36,0,0,0,0,0,0,PISP,40,81.55
1866,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,7,2954,36,4431,36,0,0,0,0,0,0,PISP,40,73.85
1867,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,8,2477,36,3716,36,0,0,0,0,0,0,PISP,40,61.925
1868,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,9,3865,36,5798,36,0,0,0,0,0,0,PISP,40,96.625
1869,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,10,3325,36,4988,36,0,0,0,0,0,0,PISP,40,83.125
1870,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,11,1179,32,1768,32,0,0,0,0,0,0,PISP,40,29.475
1871,Pipe Spring NM,National Monument,Intermountain ,AZ,2018,12,550,32,825,32,0,0,0,0,0,0,PISP,40,13.75
1872,Pipestone NM,National Monument,Midwest ,MN,2018,1,365,0,912,0,0,0,0,0,0,0,PIPE,281.78,1.295336788
1873,Pipestone NM,National Monument,Midwest ,MN,2018,2,368,0,919,0,0,0,0,0,0,0,PIPE,281.78,1.305983391
1874,Pipestone NM,National Monument,Midwest ,MN,2018,3,1198,0,2994,0,0,0,0,0,0,0,PIPE,281.78,4.251543758
1875,Pipestone NM,National Monument,Midwest ,MN,2018,4,2520,0,6300,0,0,0,0,0,0,0,PIPE,281.78,8.943147136
1876,Pipestone NM,National Monument,Midwest ,MN,2018,5,11052,0,27631,0,0,0,0,0,0,0,PIPE,281.78,39.22208815
1877,Pipestone NM,National Monument,Midwest ,MN,2018,6,10888,0,27219,0,0,0,0,0,0,0,PIPE,281.78,38.64007382
1878,Pipestone NM,National Monument,Midwest ,MN,2018,7,15078,0,37694,0,0,0,0,0,0,0,PIPE,281.78,53.50983036
1879,Pipestone NM,National Monument,Midwest ,MN,2018,8,12998,0,32494,0,0,0,0,0,0,0,PIPE,281.78,46.12818511
1880,Pipestone NM,National Monument,Midwest ,MN,2018,9,10120,0,25300,0,0,0,0,0,0,0,PIPE,281.78,35.91454326
1881,Pipestone NM,National Monument,Midwest ,MN,2018,10,6202,0,15506,0,0,0,0,0,0,0,PIPE,281.78,22.01007878
1882,Pipestone NM,National Monument,Midwest ,MN,2018,11,1798,0,4494,0,0,0,0,0,0,0,PIPE,281.78,6.380864504
1883,Pipestone NM,National Monument,Midwest ,MN,2018,12,680,0,1700,0,0,0,0,0,0,0,PIPE,281.78,2.41323018
1884,Point Reyes NS,National Seashore,Pacific West ,CA,2018,1,158858,2149,766834,2149,742,0,0,0,1905,0,PORE,71053.38,2.235755709
1885,Point Reyes NS,National Seashore,Pacific West ,CA,2018,2,177931,2149,910028,2149,736,0,0,0,2061,0,PORE,71053.38,2.504187697
1886,Point Reyes NS,National Seashore,Pacific West ,CA,2018,3,178822,2149,901079,2149,1001,0,0,0,3088,0,PORE,71053.38,2.516727565
1887,Point Reyes NS,National Seashore,Pacific West ,CA,2018,4,204688,2149,1032211,2149,923,0,0,0,3325,0,PORE,71053.38,2.88076373
1888,Point Reyes NS,National Seashore,Pacific West ,CA,2018,5,213117,2149,1110917,2149,1019,440,0,0,4809,0,PORE,71053.38,2.999392851
1889,Point Reyes NS,National Seashore,Pacific West ,CA,2018,6,238095,2149,1309689,2149,1029,504,0,0,6200,0,PORE,71053.38,3.35093137
1890,Point Reyes NS,National Seashore,Pacific West ,CA,2018,7,268741,2149,1423909,2149,1136,448,0,0,6984,0,PORE,71053.38,3.782240901
1891,Point Reyes NS,National Seashore,Pacific West ,CA,2018,8,320852,2149,1668927,2149,1258,455,0,0,6447,0,PORE,71053.38,4.51564725
1892,Point Reyes NS,National Seashore,Pacific West ,CA,2018,9,150009,2149,873673,2149,929,307,0,0,4771,0,PORE,71053.38,2.11121554
1893,Point Reyes NS,National Seashore,Pacific West ,CA,2018,10,152343,2149,820262,2149,750,595,0,0,3063,0,PORE,71053.38,2.144064083
1894,Point Reyes NS,National Seashore,Pacific West ,CA,2018,11,166946,2149,793825,2149,545,0,0,0,1628,0,PORE,71053.38,2.349585621
1895,Point Reyes NS,National Seashore,Pacific West ,CA,2018,12,167320,2149,765534,2149,626,0,0,0,1687,0,PORE,71053.38,2.35484927
1896,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,1,0,0,0,0,0,0,0,0,0,0,RABR,160,0
1897,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,2,0,0,0,0,0,0,0,0,0,0,RABR,160,0
1898,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,3,3234,0,4851,0,0,0,0,0,0,0,RABR,160,20.2125
1899,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,4,4084,0,6126,0,0,0,0,0,0,0,RABR,160,25.525
1900,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,5,17260,0,25890,0,0,0,0,0,0,0,RABR,160,107.875
1901,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,6,20561,0,30842,0,0,0,0,0,0,0,RABR,160,128.50625
1902,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,7,23277,0,34916,0,0,0,0,0,0,0,RABR,160,145.48125
1903,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,8,17670,0,26505,0,0,0,0,0,0,0,RABR,160,110.4375
1904,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,9,15624,0,23436,0,0,0,0,0,0,0,RABR,160,97.65
1905,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,10,7644,0,11466,0,0,0,0,0,0,0,RABR,160,47.775
1906,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,11,1500,0,2250,0,0,0,0,0,0,0,RABR,160,9.375
1907,Rainbow Bridge NM,National Monument,Intermountain ,UT,2018,12,50,0,75,0,0,0,0,0,0,0,RABR,160,0.3125
1908,Redwood NP,National Park,Pacific West ,CA,2018,1,23502,0,74620,0,0,0,157,0,42,0,REDW,138999.37,0.169079903
1909,Redwood NP,National Park,Pacific West ,CA,2018,2,16684,0,55017,0,0,0,17,0,7,0,REDW,138999.37,0.120029321
1910,Redwood NP,National Park,Pacific West ,CA,2018,3,24118,0,93523,0,0,0,18,0,12,0,REDW,138999.37,0.173511578
1911,Redwood NP,National Park,Pacific West ,CA,2018,4,32580,0,134897,0,0,0,248,0,230,0,REDW,138999.37,0.234389552
1912,Redwood NP,National Park,Pacific West ,CA,2018,5,51464,0,205605,0,0,0,283,0,386,0,REDW,138999.37,0.370246282
1913,Redwood NP,National Park,Pacific West ,CA,2018,6,70581,0,275311,0,0,0,513,0,654,0,REDW,138999.37,0.50777928
1914,Redwood NP,National Park,Pacific West ,CA,2018,7,72787,0,295612,0,0,0,574,0,1078,0,REDW,138999.37,0.523649855
1915,Redwood NP,National Park,Pacific West ,CA,2018,8,57316,0,240809,0,0,0,626,0,1027,0,REDW,138999.37,0.412347193
1916,Redwood NP,National Park,Pacific West ,CA,2018,9,51968,0,198913,0,0,0,291,0,416,0,REDW,138999.37,0.373872198
1917,Redwood NP,National Park,Pacific West ,CA,2018,10,35275,0,171250,0,0,0,880,0,112,0,REDW,138999.37,0.253778129
1918,Redwood NP,National Park,Pacific West ,CA,2018,11,22477,0,69079,0,0,0,75,0,29,0,REDW,138999.37,0.161705769
1919,Redwood NP,National Park,Pacific West ,CA,2018,12,23784,0,68054,0,0,0,29,0,42,0,REDW,138999.37,0.171108689
1920,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,1,84,0,11472,0,0,0,0,0,541,0,RIGR,13123.39,0.006400785
1921,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,2,60,0,10944,0,0,0,0,0,501,0,RIGR,13123.39,0.004571989
1922,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,3,86,0,17268,0,0,0,0,0,784,0,RIGR,13123.39,0.006553185
1923,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,4,10,0,2076,0,0,0,0,0,94,0,RIGR,13123.39,0.000761998
1924,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,5,0,0,0,0,0,0,0,0,0,0,RIGR,13123.39,0
1925,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,6,13,0,1638,0,0,0,0,0,78,0,RIGR,13123.39,0.000990598
1926,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,7,0,0,0,0,0,0,0,0,0,0,RIGR,13123.39,0
1927,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,8,6,0,804,0,0,0,0,0,38,0,RIGR,13123.39,0.000457199
1928,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,9,13,0,2214,0,0,0,0,0,102,0,RIGR,13123.39,0.000990598
1929,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,10,34,0,5388,0,0,0,0,0,250,0,RIGR,13123.39,0.002590794
1930,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,11,14,0,2364,0,0,0,0,0,109,0,RIGR,13123.39,0.001066798
1931,Rio Grande W&SR,National Wild & Scenic River,Intermountain ,TX,2018,12,10,0,972,0,0,0,0,0,48,0,RIGR,13123.39,0.000761998
1932,Rocky Mountain NP,National Park,Intermountain ,CO,2018,1,111422,90,675409,90,0,0,195,135,99,0,ROMO,265807.25,0.41918345
1933,Rocky Mountain NP,National Park,Intermountain ,CO,2018,2,84245,50,511633,50,0,0,96,165,124,0,ROMO,265807.25,0.316940189
1934,Rocky Mountain NP,National Park,Intermountain ,CO,2018,3,156434,80,956876,80,0,0,549,318,275,0,ROMO,265807.25,0.588524203
1935,Rocky Mountain NP,National Park,Intermountain ,CO,2018,4,151975,70,933368,70,0,0,603,471,271,0,ROMO,265807.25,0.571748889
1936,Rocky Mountain NP,National Park,Intermountain ,CO,2018,5,305993,490,2058453,490,0,0,7206,4674,1974,0,ROMO,265807.25,1.1511838
1937,Rocky Mountain NP,National Park,Intermountain ,CO,2018,6,720822,1400,5207236,1400,0,0,29595,13404,8877,0,ROMO,265807.25,2.711822194
1938,Rocky Mountain NP,National Park,Intermountain ,CO,2018,7,931929,2050,6589347,2050,0,0,31968,15276,14787,0,ROMO,265807.25,3.506033037
1939,Rocky Mountain NP,National Park,Intermountain ,CO,2018,8,798306,2300,5710795,2300,0,0,23136,22056,12177,0,ROMO,265807.25,3.003326659
1940,Rocky Mountain NP,National Park,Intermountain ,CO,2018,9,784480,1500,5341248,1500,0,0,20856,11727,7003,0,ROMO,265807.25,2.951311524
1941,Rocky Mountain NP,National Park,Intermountain ,CO,2018,10,312757,560,1983181,560,0,0,3213,2352,1100,0,ROMO,265807.25,1.17663081
1942,Rocky Mountain NP,National Park,Intermountain ,CO,2018,11,125349,100,764815,100,0,0,339,339,117,0,ROMO,265807.25,0.471578559
1943,Rocky Mountain NP,National Park,Intermountain ,CO,2018,12,106781,60,647551,60,0,0,168,99,36,0,ROMO,265807.25,0.401723429
1944,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,1,5250,60,5608,60,0,0,4,6,4,0,ROLA,117574.59,0.044652505
1945,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,2,6791,60,7403,60,0,0,19,0,7,0,ROLA,117574.59,0.057759079
1946,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,3,8085,60,8831,60,0,0,17,0,14,0,ROLA,117574.59,0.068764858
1947,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,4,9568,60,15892,60,0,0,80,23,161,0,ROLA,117574.59,0.081378128
1948,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,5,98822,60,222098,60,0,0,2667,1021,1384,0,ROLA,117574.59,0.840504738
1949,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,6,132118,60,558677,60,1310,0,8165,3818,4007,0,ROLA,117574.59,1.123695179
1950,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,7,228905,60,1065816,60,2004,0,16094,5938,10370,0,ROLA,117574.59,1.946891756
1951,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,8,116926,60,804840,60,1892,0,13589,4301,8366,0,ROLA,117574.59,0.994483587
1952,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,9,133701,60,346038,60,1638,0,3266,1796,2081,0,ROLA,117574.59,1.137158973
1953,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,10,126821,60,180454,60,1484,0,242,94,415,0,ROLA,117574.59,1.078642928
1954,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,11,18757,60,20149,60,0,0,32,21,6,0,ROLA,117574.59,0.15953277
1955,Ross Lake NRA,National Recreation Area,Pacific West ,WA,2018,12,6300,60,6830,60,0,0,17,4,1,0,ROLA,117574.59,0.053583006
1956,Russell Cave NM,National Monument,Southeast ,AL,2018,1,812,0,1250,0,0,0,0,0,0,0,RUCA,310.45,2.615558061
1957,Russell Cave NM,National Monument,Southeast ,AL,2018,2,1401,0,2102,0,0,0,0,0,0,0,RUCA,310.45,4.512803994
1958,Russell Cave NM,National Monument,Southeast ,AL,2018,3,2176,0,3402,0,0,0,0,0,0,0,RUCA,310.45,7.009180222
1959,Russell Cave NM,National Monument,Southeast ,AL,2018,4,2520,0,4532,0,0,0,0,0,0,0,RUCA,310.45,8.117249154
1960,Russell Cave NM,National Monument,Southeast ,AL,2018,5,1660,0,3228,0,0,0,0,0,0,0,RUCA,310.45,5.347076824
1961,Russell Cave NM,National Monument,Southeast ,AL,2018,6,3022,0,4887,0,0,0,0,0,0,0,RUCA,310.45,9.734256724
1962,Russell Cave NM,National Monument,Southeast ,AL,2018,7,2125,0,3215,0,0,0,0,0,0,0,RUCA,310.45,6.844902561
1963,Russell Cave NM,National Monument,Southeast ,AL,2018,8,1416,0,2307,0,0,0,0,0,0,0,RUCA,310.45,4.561120953
1964,Russell Cave NM,National Monument,Southeast ,AL,2018,9,2211,0,3714,0,0,0,0,0,0,0,RUCA,310.45,7.121919794
1965,Russell Cave NM,National Monument,Southeast ,AL,2018,10,2342,0,4280,0,0,0,0,0,0,0,RUCA,310.45,7.543887905
1966,Russell Cave NM,National Monument,Southeast ,AL,2018,11,1372,0,2189,0,0,0,0,0,0,0,RUCA,310.45,4.419391206
1967,Russell Cave NM,National Monument,Southeast ,AL,2018,12,563,0,885,0,0,0,0,0,0,0,RUCA,310.45,1.813496537
1968,Saguaro NP,National Park,Intermountain ,AZ,2018,1,104478,176074,112217,176074,0,0,0,0,132,0,SAGU,91715.72,1.13915041
1969,Saguaro NP,National Park,Intermountain ,AZ,2018,2,131262,169056,137980,169056,0,0,0,0,196,0,SAGU,91715.72,1.431183226
1970,Saguaro NP,National Park,Intermountain ,AZ,2018,3,152999,191400,173134,191400,0,0,0,0,637,0,SAGU,91715.72,1.668187307
